Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Number_of_Fatalities,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,National_Remoteness_Region,SA4_Name_2016,LGA_Name_2017,National_Road_Type,Christmas_Period,Easter_Period
20172002,VIC,December,2017,Monday,05:40,Single vehicle,1,No,No,No,100,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No
20172019,VIC,December,2017,Friday,07:55,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Warrnambool and South West,Corangamite (S),Arterial Road,No,No
20172029,VIC,December,2017,Sunday,09:27,Multiple vehicle,1,No,No,No,90,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Sub-Arterial Road,No,No
20172034,VIC,December,2017,Friday,10:15,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Greater Bendigo (C),Sub-Arterial Road,No,No
20172039,VIC,December,2017,Saturday,16:46,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,North West,Northern Grampians (S),Sub-Arterial Road,Yes,No
20172044,VIC,December,2017,Tuesday,11:15,Pedestrian,1,No,Yes,No,40,Major Cities of Australia,Melbourne - Inner South,Glen Eira (C),Sub-Arterial Road,No,No
20172089,VIC,December,2017,Sunday,20:20,Single vehicle,1,No,No,No,60,Inner Regional Australia,Melbourne - North East,Whittlesea (C),Local Road,No,No
20172090,VIC,December,2017,Wednesday,11:00,Multiple vehicle,2,No,No,No,100,Inner Regional Australia,Hume,Murrindindi (S),Sub-Arterial Road,Yes,No
20172099,VIC,December,2017,Sunday,19:34,Multiple vehicle,3,No,No,No,70,Major Cities of Australia,Melbourne - West,Wyndham (C),Sub-Arterial Road,Yes,No
20172115,VIC,December,2017,Thursday,12:19,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Greater Bendigo (C),Sub-Arterial Road,No,No
20172119,VIC,December,2017,Friday,15:15,Pedestrian,1,Yes,No,No,60,Major Cities of Australia,Geelong,Greater Geelong (C),Collector Road,No,No
20172130,VIC,December,2017,Thursday,11:00,Multiple vehicle,1,No,Yes,No,100,Inner Regional Australia,Geelong,Surf Coast (S),Sub-Arterial Road,No,No
20172131,VIC,December,2017,Saturday,13:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Bendigo,Loddon (S),Local Road,Yes,No
20172132,VIC,December,2017,Saturday,13:00,Pedestrian,1,No,No,No,100,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No
20172137,VIC,December,2017,Tuesday,10:50,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Sub-Arterial Road,Yes,No
20172144,VIC,December,2017,Thursday,16:44,Single vehicle,1,No,No,No,100,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,Yes,No
20172157,VIC,December,2017,Tuesday,09:40,Single vehicle,1,No,No,No,-9,Inner Regional Australia,Ballarat,Hepburn (S),Access Road,No,No
20172164,VIC,December,2017,Wednesday,17:30,Single vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Moyne (S),Sub-Arterial Road,No,No
20172172,VIC,December,2017,Wednesday,17:25,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Melbourne - Outer East,Manningham (C),Arterial Road,No,No
20172181,VIC,December,2017,Sunday,18:47,Single vehicle,1,No,No,No,100,Outer Regional Australia,North West,Yarriambiack (S),National Or State Highway,No,No
20172188,VIC,December,2017,Monday,16:10,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Arterial Road,No,No
20172192,VIC,December,2017,Thursday,13:35,Pedestrian,1,No,No,No,70,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No
20172195,VIC,December,2017,Friday,11:35,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Melbourne - Outer East,Maroondah (C),Sub-Arterial Road,No,No
20172197,VIC,December,2017,Thursday,00:25,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Darebin (C),Sub-Arterial Road,No,No
20172224,VIC,December,2017,Thursday,17:10,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Mitchell (S),Sub-Arterial Road,No,No
20172231,VIC,December,2017,Friday,07:46,Multiple vehicle,1,No,No,No,50,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Sub-Arterial Road,Yes,No
20172003,VIC,November,2017,Wednesday,14:50,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Warrnambool and South West,Glenelg (S),Arterial Road,No,No
20172010,VIC,November,2017,Wednesday,09:30,Multiple vehicle,1,No,Yes,No,50,Inner Regional Australia,Hume,Mitchell (S),Local Road,No,No
20172012,VIC,November,2017,Friday,02:19,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,No,No
20172017,VIC,November,2017,Monday,17:00,Pedestrian,1,No,No,No,40,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No
20172026,VIC,November,2017,Friday,16:45,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Corangamite (S),Local Road,No,No
20172052,VIC,November,2017,Sunday,13:40,Multiple vehicle,2,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Local Road,No,No
20172056,VIC,November,2017,Saturday,09:30,Multiple vehicle,2,No,Yes,No,100,Inner Regional Australia,Ballarat,Pyrenees (S),National Or State Highway,No,No
20172057,VIC,November,2017,Saturday,14:31,Single vehicle,1,No,No,No,-9,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Local Road,No,No
20172063,VIC,November,2017,Wednesday,19:39,Multiple vehicle,1,No,Yes,No,100,Inner Regional Australia,Shepparton,Moira (S),National Or State Highway,No,No
20172068,VIC,November,2017,Thursday,12:43,Pedestrian,1,No,No,No,-9,Major Cities of Australia,Melbourne - West,Hobsons Bay (C),Collector Road,No,No
20172071,VIC,November,2017,Monday,08:04,Multiple vehicle,1,No,Yes,No,50,Major Cities of Australia,Melbourne - Inner,Darebin (C),Sub-Arterial Road,No,No
20172075,VIC,November,2017,Sunday,17:55,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Hume,Towong (S),National Or State Highway,No,No
20172085,VIC,November,2017,Saturday,22:20,Single vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),Sub-Arterial Road,No,No
20172096,VIC,November,2017,Thursday,02:22,Single vehicle,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Monash (C),National Or State Highway,No,No
20172111,VIC,November,2017,Saturday,01:51,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No
20172117,VIC,November,2017,Friday,15:00,Multiple vehicle,1,No,Yes,No,70,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Arterial Road,No,No
20172136,VIC,November,2017,Sunday,01:00,Pedestrian,1,No,No,No,80,Outer Regional Australia,Hume,Mansfield (S),Arterial Road,No,No
20172140,VIC,November,2017,Sunday,14:30,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),National Or State Highway,No,No
20172161,VIC,November,2017,Wednesday,21:00,Pedestrian,1,No,No,No,70,Major Cities of Australia,Mornington Peninsula,Frankston (C),Sub-Arterial Road,No,No
20172162,VIC,November,2017,Sunday,09:15,Single vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Mount Alexander (S),National Or State Highway,No,No
20172168,VIC,November,2017,Saturday,14:20,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Geelong,Greater Geelong (C),Collector Road,No,No
20172190,VIC,November,2017,Monday,13:15,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Mitchell (S),Arterial Road,No,No
20172204,VIC,November,2017,Friday,01:00,Single vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner South,Stonnington (C),Collector Road,No,No
20172208,VIC,November,2017,Sunday,02:15,Single vehicle,1,No,No,No,80,Inner Regional Australia,Hume,Strathbogie (S),Local Road,No,No
20172210,VIC,November,2017,Monday,12:17,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Ballarat,Ballarat (C),National Or State Highway,No,No
20172213,VIC,November,2017,Saturday,02:00,Single vehicle,3,No,No,No,100,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,No,No
20172219,VIC,November,2017,Wednesday,16:15,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - Outer East,Whitehorse (C),Local Road,No,No
20172220,VIC,November,2017,Thursday,12:07,Single vehicle,1,No,No,Yes,100,Outer Regional Australia,North West,Ararat (RC),Arterial Road,No,No
20172001,VIC,October,2017,Wednesday,16:48,Pedestrian,1,No,No,No,40,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Collector Road,No,No
20172018,VIC,October,2017,Saturday,15:09,Single vehicle,2,Yes,No,No,100,Inner Regional Australia,Ballarat,Pyrenees (S),National Or State Highway,No,No
20172045,VIC,October,2017,Sunday,01:05,Single vehicle,1,No,No,No,60,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No
20172053,VIC,October,2017,Monday,17:08,Multiple vehicle,1,No,No,Yes,80,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No
20172058,VIC,October,2017,Saturday,08:56,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner East,Whitehorse (C),Arterial Road,No,No
20172067,VIC,October,2017,Sunday,13:14,Single vehicle,1,No,No,No,110,Inner Regional Australia,Hume,Strathbogie (S),National Or State Highway,No,No
20172092,VIC,October,2017,Monday,23:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner South,Monash (C),Local Road,No,No
20172095,VIC,October,2017,Tuesday,21:02,Multiple vehicle,1,No,No,No,40,Major Cities of Australia,Melbourne - Inner,Moonee Valley (C),Sub-Arterial Road,No,No
20172101,VIC,October,2017,Tuesday,15:50,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No
20172134,VIC,October,2017,Friday,03:39,Single vehicle,1,No,No,No,80,Inner Regional Australia,Hume,Wodonga (C),National Or State Highway,No,No
20172207,VIC,October,2017,Wednesday,20:30,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Geelong,Surf Coast (S),Local Road,No,No
20172031,VIC,September,2017,Saturday,08:05,Multiple vehicle,2,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Local Road,No,No
20172040,VIC,September,2017,Friday,10:40,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Arterial Road,No,No
20172061,VIC,September,2017,Sunday,13:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner East,Manningham (C),Arterial Road,No,No
20172066,VIC,September,2017,Sunday,14:08,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),National Or State Highway,No,No
20172088,VIC,September,2017,Wednesday,11:18,Single vehicle,1,No,No,No,100,Inner Regional Australia,Geelong,Golden Plains (S),National Or State Highway,No,No
20172094,VIC,September,2017,Saturday,19:20,Single vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Corangamite (S),Arterial Road,No,No
20172103,VIC,September,2017,Monday,17:50,Multiple vehicle,1,No,No,Yes,100,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),National Or State Highway,No,No
20172126,VIC,September,2017,Sunday,16:45,Multiple vehicle,2,No,No,No,80,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National Or State Highway,No,No
20172135,VIC,September,2017,Monday,16:45,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Mitchell (S),National Or State Highway,No,No
20172148,VIC,September,2017,Sunday,16:40,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No
20172160,VIC,September,2017,Wednesday,07:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Collector Road,No,No
20172189,VIC,September,2017,Sunday,04:30,Single vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - West,Melton (C),Local Road,No,No
20172206,VIC,September,2017,Thursday,16:40,Pedestrian,1,Yes,No,No,60,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Arterial Road,No,No
20172211,VIC,September,2017,Tuesday,14:20,Multiple vehicle,1,No,Yes,Yes,110,Inner Regional Australia,Ballarat,Moorabool (S),National Or State Highway,No,No
20172217,VIC,September,2017,Friday,19:42,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - West,Moorabool (S),Local Road,No,No
20172230,VIC,September,2017,Sunday,12:50,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Casey (C),National Or State Highway,No,No
20172008,VIC,August,2017,Tuesday,06:01,Multiple vehicle,1,No,No,Yes,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No
20172023,VIC,August,2017,Thursday,15:05,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Indigo (S),Sub-Arterial Road,No,No
20172028,VIC,August,2017,Sunday,13:20,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Melbourne - South East,Cardinia (S),Local Road,No,No
20172043,VIC,August,2017,Friday,06:25,Single vehicle,1,No,No,No,100,Outer Regional Australia,Shepparton,Moira (S),Sub-Arterial Road,No,No
20172054,VIC,August,2017,Wednesday,12:15,Multiple vehicle,1,No,No,Yes,100,Inner Regional Australia,Shepparton,Moira (S),Sub-Arterial Road,No,No
20172065,VIC,August,2017,Sunday,05:10,Single vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Sub-Arterial Road,No,No
20172072,VIC,August,2017,Wednesday,10:20,Multiple vehicle,1,No,No,Yes,110,Inner Regional Australia,Hume,Benalla (RC),National Or State Highway,No,No
20172082,VIC,August,2017,Saturday,20:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Arterial Road,No,No
20172122,VIC,August,2017,Sunday,09:45,Single vehicle,1,Yes,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No
20172125,VIC,August,2017,Tuesday,18:15,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Southern Grampians (S),National Or State Highway,No,No
20172127,VIC,August,2017,Saturday,15:40,Single vehicle,1,No,No,No,60,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Arterial Road,No,No
20172150,VIC,August,2017,Wednesday,19:18,Multiple vehicle,2,No,No,No,100,Major Cities of Australia,Melbourne - South East,Casey (C),National Or State Highway,No,No
20172151,VIC,August,2017,Sunday,00:28,Single vehicle,3,No,No,No,100,Outer Regional Australia,North West,Gannawarra (S),Arterial Road,No,No
20172154,VIC,August,2017,Monday,00:25,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Sub-Arterial Road,No,No
20172158,VIC,August,2017,Sunday,17:40,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),National Or State Highway,No,No
20172163,VIC,August,2017,Friday,15:50,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No
20172169,VIC,August,2017,Friday,01:00,Single vehicle,2,No,No,No,50,Inner Regional Australia,Ballarat,Ballarat (C),Local Road,No,No
20172170,VIC,August,2017,Tuesday,18:25,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Whittlesea (C),Sub-Arterial Road,No,No
20172175,VIC,August,2017,Friday,05:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Collector Road,No,No
20172209,VIC,August,2017,Friday,18:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Darebin (C),Sub-Arterial Road,No,No
20172229,VIC,August,2017,Thursday,21:40,Pedestrian,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),National Or State Highway,No,No
20172238,VIC,August,2017,Wednesday,11:20,Single vehicle,1,No,No,No,100,Inner Regional Australia,Bendigo,Mount Alexander (S),Sub-Arterial Road,No,No
20172004,VIC,July,2017,Monday,10:00,Single vehicle,1,No,No,No,40,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Local Road,No,No
20172013,VIC,July,2017,Saturday,15:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National Or State Highway,No,No
20172024,VIC,July,2017,Thursday,14:45,Multiple vehicle,1,No,Yes,Yes,100,Major Cities of Australia,Melbourne - North West,Hume (C),National Or State Highway,No,No
20172038,VIC,July,2017,Friday,22:44,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Banyule (C),Arterial Road,No,No
20172069,VIC,July,2017,Friday,20:05,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Melbourne - Inner South,Bayside (C),National Or State Highway,No,No
20172091,VIC,July,2017,Friday,20:53,Multiple vehicle,1,Yes,No,No,60,Major Cities of Australia,Melbourne - North East,Whittlesea (C),Arterial Road,No,No
20172097,VIC,July,2017,Sunday,13:05,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Melbourne - South East,Cardinia (S),Local Road,No,No
20172124,VIC,July,2017,Tuesday,17:39,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Arterial Road,No,No
20172128,VIC,July,2017,Tuesday,19:25,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Arterial Road,No,No
20172141,VIC,July,2017,Thursday,06:45,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No
20172143,VIC,July,2017,Sunday,16:25,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Collector Road,No,No
20172146,VIC,July,2017,Tuesday,15:35,Single vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),National Or State Highway,No,No
20172152,VIC,July,2017,Monday,17:10,Multiple vehicle,1,No,Yes,No,100,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Arterial Road,No,No
20172155,VIC,July,2017,Sunday,07:18,Single vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No
20172171,VIC,July,2017,Thursday,07:26,Multiple vehicle,1,No,Yes,No,100,Inner Regional Australia,Geelong,Greater Geelong (C),Arterial Road,No,No
20172186,VIC,July,2017,Sunday,19:10,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Yarra (C),Local Road,No,No
20172221,VIC,July,2017,Friday,22:30,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Hume,Mansfield (S),National Or State Highway,No,No
20172225,VIC,July,2017,Monday,09:55,Multiple vehicle,1,No,Yes,No,50,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Arterial Road,No,No
20172226,VIC,July,2017,Thursday,21:42,Single vehicle,1,No,No,No,60,Major Cities of Australia,Mornington Peninsula,Frankston (C),National Or State Highway,No,No
20172228,VIC,July,2017,Friday,06:40,Pedestrian,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner East,Boroondara (C),Local Road,No,No
20172240,VIC,July,2017,Saturday,01:20,Single vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Campaspe (S),Sub-Arterial Road,No,No
20172005,VIC,June,2017,Wednesday,10:30,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-Arterial Road,No,No
20172009,VIC,June,2017,Tuesday,15:35,Multiple vehicle,3,Yes,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-Arterial Road,No,No
20172015,VIC,June,2017,Saturday,21:15,Pedestrian,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Casey (C),Local Road,No,No
20172020,VIC,June,2017,Thursday,17:10,Single vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No
20172027,VIC,June,2017,Sunday,11:00,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Collector Road,No,No
20172033,VIC,June,2017,Thursday,15:10,Single vehicle,1,No,No,No,110,Inner Regional Australia,Hume,Strathbogie (S),National Or State Highway,No,No
20172050,VIC,June,2017,Wednesday,07:51,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Sub-Arterial Road,No,No
20172060,VIC,June,2017,Sunday,23:03,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Darebin (C),Local Road,No,No
20172147,VIC,June,2017,Wednesday,13:50,Pedestrian,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Arterial Road,No,No
20172174,VIC,June,2017,Sunday,17:30,Pedestrian,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),National Or State Highway,No,No
20172212,VIC,June,2017,Friday,14:19,Pedestrian,1,No,No,Yes,50,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Arterial Road,No,No
20172233,VIC,June,2017,Friday,16:10,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Shepparton,Moira (S),Local Road,No,No
20172235,VIC,June,2017,Friday,17:10,Single vehicle,1,No,No,No,80,Inner Regional Australia,Melbourne - North East,Murrindindi (S),Arterial Road,No,No
20172021,VIC,May,2017,Thursday,07:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner,Port Phillip (C),Arterial Road,No,No
20172025,VIC,May,2017,Monday,13:57,Single vehicle,1,No,No,No,60,Inner Regional Australia,Ballarat,Ballarat (C),Collector Road,No,No
20172030,VIC,May,2017,Monday,10:33,Multiple vehicle,1,No,No,No,60,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No
20172035,VIC,May,2017,Monday,18:15,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Ballarat,Moorabool (S),Arterial Road,No,No
20172041,VIC,May,2017,Sunday,18:20,Single vehicle,1,No,No,No,100,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No
20172051,VIC,May,2017,Tuesday,09:50,Single vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),National Or State Highway,No,No
20172073,VIC,May,2017,Friday,23:45,Single vehicle,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Arterial Road,No,No
20172079,VIC,May,2017,Friday,13:20,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Local Road,No,No
20172080,VIC,May,2017,Thursday,15:20,Multiple vehicle,1,No,No,No,40,Major Cities of Australia,Melbourne - North East,Banyule (C),Sub-Arterial Road,No,No
20172105,VIC,May,2017,Wednesday,22:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No
20172120,VIC,May,2017,Friday,01:50,Single vehicle,1,No,No,No,70,Major Cities of Australia,Melbourne - West,Brimbank (C),Arterial Road,No,No
20172123,VIC,May,2017,Wednesday,15:00,Single vehicle,1,No,No,No,-9,Inner Regional Australia,Ballarat,Moorabool (S),Local Road,No,No
20172138,VIC,May,2017,Monday,14:09,Single vehicle,1,No,No,No,100,Inner Regional Australia,Ballarat,Central Goldfields (S),Arterial Road,No,No
20172182,VIC,May,2017,Sunday,16:05,Multiple vehicle,2,No,No,No,110,Inner Regional Australia,Hume,Benalla (RC),Local Road,No,No
20172202,VIC,May,2017,Monday,08:45,Single vehicle,1,No,Yes,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No
20172203,VIC,May,2017,Sunday,11:20,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Geelong,Greater Geelong (C),Collector Road,No,No
20172214,VIC,May,2017,Saturday,15:37,Single vehicle,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Casey (C),Sub-Arterial Road,No,No
20172227,VIC,May,2017,Monday,17:55,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner East,Whitehorse (C),Arterial Road,No,No
20172232,VIC,May,2017,Friday,11:36,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Melbourne - North East,Banyule (C),Sub-Arterial Road,No,No
20172236,VIC,May,2017,Tuesday,06:30,Single vehicle,1,No,No,No,80,Outer Regional Australia,Warrnambool and South West,Glenelg (S),Sub-Arterial Road,No,No
20172007,VIC,April,2017,Monday,23:35,Single vehicle,1,No,No,No,110,Inner Regional Australia,Melbourne - North East,Mitchell (S),National Or State Highway,No,No
20172042,VIC,April,2017,Saturday,16:45,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Melbourne - South East,Cardinia (S),National Or State Highway,No,Yes
20172046,VIC,April,2017,Wednesday,17:15,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Wangaratta (RC),Arterial Road,No,No
20172047,VIC,April,2017,Friday,18:15,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No
20172049,VIC,April,2017,Friday,17:38,Pedestrian,1,No,Yes,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),National Or State Highway,No,No
20172070,VIC,April,2017,Sunday,14:30,Single vehicle,2,No,No,No,80,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No
20172077,VIC,April,2017,Friday,21:05,Pedestrian,1,No,No,No,50,Inner Regional Australia,Shepparton,Greater Shepparton (C),Local Road,No,No
20172081,VIC,April,2017,Friday,14:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,North West,Buloke (S),National Or State Highway,No,No
20172087,VIC,April,2017,Friday,13:45,Multiple vehicle,1,No,Yes,No,100,Inner Regional Australia,Bendigo,Greater Bendigo (C),National Or State Highway,No,No
20172098,VIC,April,2017,Friday,19:30,Single vehicle,1,No,No,No,100,Inner Regional Australia,Hume,Murrindindi (S),National Or State Highway,No,No
20172106,VIC,April,2017,Tuesday,11:00,Single vehicle,1,No,No,No,40,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Local Road,No,No
20172108,VIC,April,2017,Sunday,16:20,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Latrobe - Gippsland,Unincorporated Vic,Access Road,No,No
20172109,VIC,April,2017,Friday,12:10,Pedestrian,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Casey (C),Sub-Arterial Road,No,No
20172112,VIC,April,2017,Friday,13:45,Multiple vehicle,1,No,No,Yes,50,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Local Road,No,No
20172116,VIC,April,2017,Tuesday,16:19,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Hume,Towong (S),Arterial Road,No,No
20172118,VIC,April,2017,Wednesday,16:30,Multiple vehicle,2,No,No,No,100,Inner Regional Australia,Geelong,Golden Plains (S),Local Road,No,No
20172142,VIC,April,2017,Thursday,02:44,Single vehicle,1,No,No,No,80,Inner Regional Australia,Hume,Wangaratta (RC),Local Road,No,Yes
20172166,VIC,April,2017,Wednesday,14:45,Multiple vehicle,1,No,No,No,100,Remote Australia,Latrobe - Gippsland,East Gippsland (S),National Or State Highway,No,No
